"","Event.Name","Permanent.Tournament.Number","Player.Name","Finish.Position.numeric.","Total.Strokes","Total.Rounds.","Scoring.Avg.Total.Adjustment.","Birdie_Or_Better","Total.Holes.Over.Par","TTL.SG.T2G","Total.Putts.Gained","Official.Event.Y.N."
"1158","World Golf Championships-Cadillac Championship",16,"Kim, K.T.",42,294,4,-3.421,16,17,-3.038,7.163,1
"1202","Frys.com Open",1,"Kirk, Chris",81,216,3,3.5,9,6,-0.444,-2.683,1
"1203","World Golf Championships-HSBC Champions",5,"Kirk, Chris",76,303,4,5.684,9,19,0,0,1
"1204","The RSM Classic",7,"Kirk, Chris",18,273,4,3.552,13,4,0.154,-0.413,1
"1205","Hyundai Tournament of Champions",8,"Kirk, Chris",24,283,4,12.77,17,6,-0.827,-5.223,1
"1206","Sony Open in Hawaii",9,"Kirk, Chris",99,139,2,2.701,9,6,-1.074,-1.723,1
"1207","Waste Management Phoenix Open",12,"Kirk, Chris",37,281,4,0.093,13,10,-0.2,0.889,1
"1208","Northern Trust Open",14,"Kirk, Chris",99,145,2,-0.318,6,9,0.314,-1.054,1
"1209","The Honda Classic",15,"Kirk, Chris",99,147,2,-3.981,2,8,-0.025,-5.461,1
"1210","Valspar Championship",17,"Kirk, Chris",42,288,4,-5.818,11,12,0.406,3.211,1
"1211","Arnold Palmer Invitational presented by MasterCard",18,"Kirk, Chris",12,279,4,2.149,17,8,0.532,0.329,1
"1212","Masters Tournament",22,"Kirk, Chris",99,153,2,-5.112,2,10,0,0,1
"1213","Shriners Hospitals for Children Open",2,"Kisner, Kevin",25,275,4,3.683,19,8,0.744,0.913,1
"1214","CIMB Classic",3,"Kisner, Kevin",37,279,4,9.523,22,12,0,0,1
"1215","World Golf Championships-HSBC Champions",5,"Kisner, Kevin",2,270,4,5.684,21,3,0,0,1
"1216","The RSM Classic",7,"Kisner, Kevin",1,260,4,3.552,23,2,0.706,5.889,1
"1217","Hyundai Tournament of Champions",8,"Kisner, Kevin",9,276,4,12.77,24,8,0.299,4.376,1
"1218","Sony Open in Hawaii",9,"Kisner, Kevin",5,265,4,6.264,22,6,1.306,3.002,1
"1219","Waste Management Phoenix Open",12,"Kisner, Kevin",99,144,2,-0.315,6,8,0.916,-1.423,1
"1220","The Honda Classic",15,"Kisner, Kevin",70,289,4,-6.686,9,14,0.721,-1.329,1
"1221","World Golf Championships-Cadillac Championship",16,"Kisner, Kevin",23,288,4,-3.421,16,14,0.618,0.068,1
"1222","Arnold Palmer Invitational presented by MasterCard",18,"Kisner, Kevin",99,147,2,0.886,6,8,0.777,0.338,1
"1223","Masters Tournament",22,"Kisner, Kevin",37,297,4,-9.531,13,21,0,0,1
"1224","Shriners Hospitals for Children Open",2,"Kizzire, Patton",2,269,4,3.683,23,6,-0.858,6.058,1
"1225","Sanderson Farms Championship",4,"Kizzire, Patton",4,272,4,5.957,19,4,-0.121,3.855,1
"1226","OHL Classic at Mayakoba",6,"Kizzire, Patton",58,281,4,3.848,19,12,0,0,1
"1227","The RSM Classic",7,"Kizzire, Patton",99,141,2,1.532,7,5,0.951,-1.638,1
"1228","Sony Open in Hawaii",9,"Kizzire, Patton",99,138,2,2.701,8,5,-0.374,1.552,1
"1229","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Kizzire, Patton",42,276,4,8.231,20,8,-0.412,0.384,1
"1230","Farmers Insurance Open",11,"Kizzire, Patton",8,287,4,-7.745,15,13,-1.277,0.702,1
"1231","Waste Management Phoenix Open",12,"Kizzire, Patton",60,287,4,0.093,12,14,-0.787,1.577,1
"1232","Northern Trust Open",14,"Kizzire, Patton",52,283,4,0.115,16,14,-0.602,1.472,1
"1233","The Honda Classic",15,"Kizzire, Patton",26,282,4,-6.686,17,17,0.617,5.206,1
"1234","Valspar Championship",17,"Kizzire, Patton",33,286,4,-5.818,11,12,-0.278,5.782,1
"1235","Shell Houston Open",21,"Kizzire, Patton",99,145,2,0.431,6,6,-0.849,-1.358,1
"1236","World Golf Championships-HSBC Champions",5,"Kjeldsen, Soren",46,284,4,5.684,16,11,0,0,1
"1237","World Golf Championships-Cadillac Championship",16,"Kjeldsen, Soren",28,290,4,-3.421,15,15,0.085,-1.093,1
"1238","Arnold Palmer Invitational presented by MasterCard",18,"Kjeldsen, Soren",99,147,2,0.886,4,7,-0.267,-3.145,1
"1239","Masters Tournament",22,"Kjeldsen, Soren",7,288,4,-9.531,13,13,0,0,1
"1240","Frys.com Open",1,"Knost, Colt",41,282,4,3.777,13,8,0.087,0.596,1
"1241","Shriners Hospitals for Children Open",2,"Knost, Colt",79,217,3,1.965,8,10,-0.274,-0.633,1
"1242","CIMB Classic",3,"Knost, Colt",37,279,4,9.523,16,7,0,0,1
"1243","OHL Classic at Mayakoba",6,"Knost, Colt",51,280,4,3.848,16,10,0,0,1
"1244","Sony Open in Hawaii",9,"Knost, Colt",75,207,3,4.333,10,6,-0.914,5.25,1
"1245","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Knost, Colt",24,273,4,8.96,22,5,-0.545,-0.227,1
"1246","Farmers Insurance Open",11,"Knost, Colt",16,289,4,-7.745,14,15,-0.332,-0.727,1
"1247","Waste Management Phoenix Open",12,"Knost, Colt",24,279,4,0.093,12,7,-0.019,4.539,1
"1248","AT&T Pebble Beach Pro-Am",13,"Knost, Colt",51,286,4,-1.974,13,11,0.258,3.813,1
"1249","The Honda Classic",15,"Knost, Colt",26,282,4,-6.686,13,14,0.257,4.48,1
"1250","Valspar Championship",17,"Knost, Colt",99,148,2,-3.871,5,9,0.346,-0.123,1
"1251","Arnold Palmer Invitational presented by MasterCard",18,"Knost, Colt",57,287,4,2.149,10,10,-0.765,-1.985,1
"1252","Shell Houston Open",21,"Knost, Colt",38,285,4,0.248,11,8,-0.262,1.464,1
"1253","Frys.com Open",1,"Knox, Russell",99,143,2,1.413,4,2,-0.925,2.012,1
"1254","Shriners Hospitals for Children Open",2,"Knox, Russell",38,277,4,3.683,15,8,-0.343,-2.019,1
"1255","CIMB Classic",3,"Knox, Russell",21,274,4,9.523,17,3,0,0,1
"1256","World Golf Championships-HSBC Champions",5,"Knox, Russell",1,268,4,5.684,25,5,0,0,1
"1257","OHL Classic at Mayakoba",6,"Knox, Russell",2,266,4,3.848,23,5,0,0,1
"1258","Hyundai Tournament of Champions",8,"Knox, Russell",27,284,4,12.77,15,5,-0.971,-1.759,1
"1259","Sony Open in Hawaii",9,"Knox, Russell",99,138,2,2.701,7,6,1.114,-2.495,1
"1260","AT&T Pebble Beach Pro-Am",13,"Knox, Russell",99,219,3,-1.829,9,11,0.276,2.113,1
"1261","The Honda Classic",15,"Knox, Russell",26,282,4,-6.686,12,11,0.535,-3.123,1
"1262","World Golf Championships-Cadillac Championship",16,"Knox, Russell",27,289,4,-3.421,12,11,-0.612,0.915,1
"1263","Valspar Championship",17,"Knox, Russell",56,290,4,-5.818,10,15,1.141,-1.417,1
"1264","Masters Tournament",22,"Knox, Russell",99,152,2,-5.112,5,8,0,0,1
"1265","World Golf Championships-HSBC Champions",5,"Kodaira, Satoshi",71,294,4,5.684,12,14,0,0,1
"1266","Sony Open in Hawaii",9,"Kodaira, Satoshi",81,209,3,4.333,11,8,0.115,-2.617,1
"1267","Frys.com Open",1,"Koepka, Brooks",41,282,4,3.777,16,9,0.047,2.634,1
"1268","Shriners Hospitals for Children Open",2,"Koepka, Brooks",99,141,2,1.944,9,8,0.722,-5.827,1
"1269","Hyundai Tournament of Champions",8,"Koepka, Brooks",3,271,4,12.77,25,5,0.753,3.465,1
"1270","Waste Management Phoenix Open",12,"Koepka, Brooks",41,282,4,0.093,18,16,0.363,3.742,1
"1271","AT&T Pebble Beach Pro-Am",13,"Koepka, Brooks",8,277,4,-0.722,20,12,0.143,4.321,1
"1272","The Honda Classic",15,"Koepka, Brooks",26,282,4,-6.686,14,14,0.654,-1.081,1
"1273","World Golf Championships-Cadillac Championship",16,"Koepka, Brooks",23,288,4,-3.421,15,15,0.374,2.549,1
"1274","Shell Houston Open",21,"Koepka, Brooks",99,145,2,0.431,4,5,0.797,-0.788,1
"1275","Masters Tournament",22,"Koepka, Brooks",21,293,4,-9.531,13,17,0,0,1
"1276","Frys.com Open",1,"Kokrak, Jason",99,77,1,1.256,1,3,-3.584,-0.365,1
"1277","Shriners Hospitals for Children Open",2,"Kokrak, Jason",38,277,4,3.683,16,8,1.152,-0.927,1
"1278","Sanderson Farms Championship",4,"Kokrak, Jason",12,275,4,5.957,15,4,1.141,0.603,1
"1279","OHL Classic at Mayakoba",6,"Kokrak, Jason",17,274,4,3.848,16,6,0,0,1
"1280","The RSM Classic",7,"Kokrak, Jason",99,146,2,1.603,4,5,0.466,-2.111,1
"1281","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Kokrak, Jason",99,211,3,6.617,13,5,-0.091,-0.621,1
"1282","Farmers Insurance Open",11,"Kokrak, Jason",25,291,4,-7.49,17,17,1.286,0.173,1
"1283","Waste Management Phoenix Open",12,"Kokrak, Jason",99,145,2,-0.315,5,8,0.761,0.942,1
"1284","AT&T Pebble Beach Pro-Am",13,"Kokrak, Jason",30,282,4,-0.32,15,10,-0.304,1.65,1
"1285","Northern Trust Open",14,"Kokrak, Jason",2,270,4,0.115,19,6,1.048,2.409,1
"1286","The Honda Classic",15,"Kokrak, Jason",99,148,2,-3.981,4,9,0.637,-1.939,1
"1287","Valspar Championship",17,"Kokrak, Jason",99,147,2,-3.871,6,11,-0.182,-3.586,1
"1288","Arnold Palmer Invitational presented by MasterCard",18,"Kokrak, Jason",20,281,4,2.149,17,10,0.89,-3.344,1
"1289","Shell Houston Open",21,"Kokrak, Jason",68,291,4,0.248,12,11,-0.092,-0.349,1
"1299","OHL Classic at Mayakoba",6,"Kuchar, Matt",68,283,4,3.848,14,10,0,0,1
"1300","The RSM Classic",7,"Kuchar, Matt",25,274,4,3.552,16,6,-0.023,3.7,1
"1301","Sony Open in Hawaii",9,"Kuchar, Matt",13,268,4,6.264,24,11,0.417,4.042,1
"1302","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Kuchar, Matt",49,277,4,8.231,19,7,0.01,-0.976,1
"1303","Northern Trust Open",14,"Kuchar, Matt",8,274,4,0.115,18,8,0.245,5.28,1
"1304","World Golf Championships-Cadillac Championship",16,"Kuchar, Matt",28,290,4,-3.421,12,12,0.319,0.048,1
"1305","Valspar Championship",17,"Kuchar, Matt",11,283,4,-5.818,14,12,0.546,-1.991,1
"1306","Arnold Palmer Invitational presented by MasterCard",18,"Kuchar, Matt",99,145,2,0.886,8,8,-0.731,0.071,1
"1307","Masters Tournament",22,"Kuchar, Matt",24,294,4,-9.531,14,18,0,0,1
"1308","CIMB Classic",3,"Lahiri, Anirban",21,274,4,9.523,20,7,0,0,1
"1309","World Golf Championships-HSBC Champions",5,"Lahiri, Anirban",40,282,4,5.684,19,11,0,0,1
"1310","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Lahiri, Anirban",28,274,4,8.231,22,8,0.51,0.589,1
"1311","Farmers Insurance Open",11,"Lahiri, Anirban",99,150,2,-0.322,5,10,-1.699,-2.715,1
"1312","Waste Management Phoenix Open",12,"Lahiri, Anirban",33,280,4,0.093,17,12,-0.233,0.49,1
"1313","Northern Trust Open",14,"Lahiri, Anirban",39,281,4,0.115,15,13,0.113,3.791,1
"1314","The Honda Classic",15,"Lahiri, Anirban",99,146,2,-3.981,6,8,-1.291,0.953,1
"1315","World Golf Championships-Cadillac Championship",16,"Lahiri, Anirban",28,290,4,-3.421,14,15,0.098,0.283,1
"1316","Shell Houston Open",21,"Lahiri, Anirban",99,147,2,0.431,5,8,1.034,-3.638,1
"1317","Masters Tournament",22,"Lahiri, Anirban",42,299,4,-9.531,9,16,0,0,1
"1318","Frys.com Open",1,"Laird, Martin",64,286,4,3.777,17,13,0.364,2.759,1
"1319","Shriners Hospitals for Children Open",2,"Laird, Martin",43,279,4,3.683,16,11,-0.74,-1.948,1
"1320","Sanderson Farms Championship",4,"Laird, Martin",99,142,2,3.173,10,6,-1.142,2.619,1
"1321","OHL Classic at Mayakoba",6,"Laird, Martin",40,278,4,3.848,16,9,0,0,1
"1322","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Laird, Martin",49,277,4,8.001,20,7,-0.023,-0.453,1
"1323","Farmers Insurance Open",11,"Laird, Martin",8,287,4,-7.49,14,11,0.415,-1.936,1
"1324","Waste Management Phoenix Open",12,"Laird, Martin",41,282,4,0.093,17,14,-1.139,2.895,1
"1325","Northern Trust Open",14,"Laird, Martin",11,276,4,0.115,15,7,0.252,0.669,1
"1326","The Honda Classic",15,"Laird, Martin",99,146,2,-3.981,3,6,-1.248,1.68,1
"1327","Valspar Championship",17,"Laird, Martin",99,147,2,-3.871,2,7,0.569,-0.702,1
"1328","Arnold Palmer Invitational presented by MasterCard",18,"Laird, Martin",43,284,4,2.149,17,12,-0.268,2.701,1
"1329","Shell Houston Open",21,"Laird, Martin",66,290,4,0.248,14,15,0.423,-1.509,1
"1337","Masters Tournament",22,"Langasque, Romain",39,298,4,-9.531,10,20,0,0,1
"1338","Masters Tournament",22,"Langer, Bernhard",24,294,4,-9.531,11,16,0,0,1
"1359","CIMB Classic",3,"Lee, Danny",99,141,2,4.858,8,4,0,0,1
"1360","World Golf Championships-HSBC Champions",5,"Lee, Danny",58,288,4,5.684,14,12,0,0,1
"1361","Hyundai Tournament of Champions",8,"Lee, Danny",15,278,4,12.77,22,8,0.206,-0.928,1
"1362","Sony Open in Hawaii",9,"Lee, Danny",33,270,4,6.264,17,8,0.342,3.32,1
"1363","Farmers Insurance Open",11,"Lee, Danny",58,295,4,-7.745,14,17,0.147,-1.035,1
"1364","Waste Management Phoenix Open",12,"Lee, Danny",4,273,4,0.093,21,10,0.357,3.5,1
"1365","AT&T Pebble Beach Pro-Am",13,"Lee, Danny",30,282,4,-0.722,17,11,0.492,-2.416,1
"1366","Northern Trust Open",14,"Lee, Danny",99,143,2,-0.318,6,6,-0.549,1.359,1
"1367","World Golf Championships-Cadillac Championship",16,"Lee, Danny",42,294,4,-3.421,9,14,0.196,-3.085,1
"1368","Valspar Championship",17,"Lee, Danny",99,212,3,-4.66,9,8,0.866,3.221,1
"1369","Arnold Palmer Invitational presented by MasterCard",18,"Lee, Danny",99,147,2,0.886,7,9,0.727,-3.248,1
"1370","Masters Tournament",22,"Lee, Danny",17,292,4,-9.531,16,18,0,0,1
"1384","CIMB Classic",3,"Leishman, Marc",29,277,4,9.523,21,11,0,0,1
"1385","World Golf Championships-HSBC Champions",5,"Leishman, Marc",11,274,4,5.684,18,4,0,0,1
"1386","Sony Open in Hawaii",9,"Leishman, Marc",28,269,4,6.264,17,7,0.607,0.298,1
"1387","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Leishman, Marc",99,208,3,6.847,14,6,0.989,-1.608,1
"1388","Farmers Insurance Open",11,"Leishman, Marc",99,144,2,-0.322,6,6,0.295,0.319,1
"1389","Northern Trust Open",14,"Leishman, Marc",5,272,4,0.115,16,5,0.867,2.29,1
"1390","World Golf Championships-Cadillac Championship",16,"Leishman, Marc",28,290,4,-3.421,18,17,0.26,0.858,1
"1391","Arnold Palmer Invitational presented by MasterCard",18,"Leishman, Marc",17,280,4,2.149,15,7,0.833,2.502,1
"1392","Masters Tournament",22,"Leishman, Marc",99,151,2,-5.112,4,10,0,0,1
"1400","Frys.com Open",1,"Levin, Spencer",48,283,4,3.777,14,9,-0.126,-3.58,1
"1401","Shriners Hospitals for Children Open",2,"Levin, Spencer",25,275,4,3.683,20,9,0.402,2.576,1
"1402","CIMB Classic",3,"Levin, Spencer",17,273,4,9.523,23,8,0,0,1
"1403","OHL Classic at Mayakoba",6,"Levin, Spencer",10,273,4,3.848,17,5,0,0,1
"1404","The RSM Classic",7,"Levin, Spencer",99,141,2,1.532,6,4,0.327,-0.485,1
"1405","Sony Open in Hawaii",9,"Levin, Spencer",56,273,4,6.264,16,8,0.154,-4.159,1
"1406","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Levin, Spencer",99,210,3,7.576,10,5,0.537,-0.544,1
"1407","Farmers Insurance Open",11,"Levin, Spencer",99,148,2,-0.322,4,8,-1.686,-0.601,1
"1408","Waste Management Phoenix Open",12,"Levin, Spencer",99,144,2,-0.315,4,6,0.842,-0.056,1
"1409","AT&T Pebble Beach Pro-Am",13,"Levin, Spencer",21,280,4,-1.974,16,9,-0.206,1.737,1
"1410","Northern Trust Open",14,"Levin, Spencer",37,280,4,0.115,14,11,-0.142,4.735,1
"1411","The Honda Classic",15,"Levin, Spencer",53,286,4,-6.686,17,16,0.345,1.598,1
"1412","Valspar Championship",17,"Levin, Spencer",99,149,2,-3.871,4,10,0,-3.13,1
"1413","Arnold Palmer Invitational presented by MasterCard",18,"Levin, Spencer",68,290,4,2.149,13,13,-0.473,-5.09,1
"1414","Shell Houston Open",21,"Levin, Spencer",99,144,2,0.431,6,5,0.678,-1.687,1
"1421","CIMB Classic",3,"Lingmerth, David",14,272,4,9.523,21,6,0,0,1
"1422","World Golf Championships-HSBC Champions",5,"Lingmerth, David",72,295,4,5.684,15,17,0,0,1
"1423","The RSM Classic",7,"Lingmerth, David",63,279,4,3.481,14,11,0.751,-1.847,1
"1424","Hyundai Tournament of Champions",8,"Lingmerth, David",15,278,4,12.77,20,7,0.271,1.722,1
"1425","Sony Open in Hawaii",9,"Lingmerth, David",13,268,4,6.264,18,7,0.506,1.049,1
"1426","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Lingmerth, David",2,263,4,8.001,27,3,1.27,3.837,1
"1427","Waste Management Phoenix Open",12,"Lingmerth, David",99,145,2,-0.315,7,7,0.836,0.57,1
"1428","AT&T Pebble Beach Pro-Am",13,"Lingmerth, David",99,220,3,-0.175,12,15,-0.24,-1.003,1
"1429","The Honda Classic",15,"Lingmerth, David",53,286,4,-6.686,10,16,0.304,-3.839,1
"1430","World Golf Championships-Cadillac Championship",16,"Lingmerth, David",49,296,4,-3.421,15,21,-0.504,-3.825,1
"1431","Arnold Palmer Invitational presented by MasterCard",18,"Lingmerth, David",63,289,4,2.149,10,9,0.204,-3.253,1
"1432","Masters Tournament",22,"Lingmerth, David",99,152,2,-5.112,4,8,0,0,1
"1446","Frys.com Open",1,"Loupe, Andrew",10,277,4,3.777,23,11,0.682,3.172,1
"1447","Shriners Hospitals for Children Open",2,"Loupe, Andrew",99,141,2,1.944,9,8,0.829,-1.824,1
"1448","Sanderson Farms Championship",4,"Loupe, Andrew",10,274,4,5.957,21,7,1.031,1.756,1
"1449","OHL Classic at Mayakoba",6,"Loupe, Andrew",99,148,2,2.043,5,10,0,0,1
"1450","The RSM Classic",7,"Loupe, Andrew",99,147,2,1.603,4,7,2.1,2.095,1
"1451","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Loupe, Andrew",3,267,4,8.96,27,5,-0.77,5.133,1
"1452","Farmers Insurance Open",11,"Loupe, Andrew",49,294,4,-7.745,15,21,-0.528,0.415,1
"1453","AT&T Pebble Beach Pro-Am",13,"Loupe, Andrew",41,285,4,-0.32,16,14,-1.723,0.341,1
"1454","Northern Trust Open",14,"Loupe, Andrew",63,286,4,0.115,15,17,0.664,0.664,1
"1455","The Honda Classic",15,"Loupe, Andrew",14,280,4,-6.686,17,14,-1.444,4.133,1
"1456","Valspar Championship",17,"Loupe, Andrew",99,149,2,-3.871,4,11,-0.191,-0.989,1
"1457","Arnold Palmer Invitational presented by MasterCard",18,"Loupe, Andrew",99,145,2,0.886,7,7,0.388,-1.001,1
"1458","Shell Houston Open",21,"Loupe, Andrew",46,286,4,0.248,18,14,-0.223,2.706,1
"1459","Shriners Hospitals for Children Open",2,"Love III, Davis",73,213,3,1.965,11,10,0,-1.964,1
"1460","The RSM Classic",7,"Love III, Davis",33,275,4,3.481,16,6,0.326,0.842,1
"1461","Hyundai Tournament of Champions",8,"Love III, Davis",29,288,4,12.77,19,14,-0.169,-5.032,1
"1462","Sony Open in Hawaii",9,"Love III, Davis",75,207,3,4.333,12,9,-0.313,2.322,1
"1463","AT&T Pebble Beach Pro-Am",13,"Love III, Davis",66,289,4,-0.722,11,10,-0.945,-1.006,1
"1464","The Honda Classic",15,"Love III, Davis",43,284,4,-6.686,11,13,-0.414,1.31,1
"1465","Arnold Palmer Invitational presented by MasterCard",18,"Love III, Davis",68,290,4,2.149,13,11,-0.171,-0.597,1
"1466","Shell Houston Open",21,"Love III, Davis",57,288,4,0.248,17,15,0.374,-2.186,1
"1467","Masters Tournament",22,"Love III, Davis",42,299,4,-9.531,13,23,0,0,1
"1469","Frys.com Open",1,"Lovemark, Jamie",48,283,4,3.777,16,11,0.959,0.146,1
"1470","Shriners Hospitals for Children Open",2,"Lovemark, Jamie",13,273,4,3.683,18,6,0.79,3.695,1
"1471","Sanderson Farms Championship",4,"Lovemark, Jamie",99,142,2,3.173,7,5,0.631,-1.612,1
"1472","OHL Classic at Mayakoba",6,"Lovemark, Jamie",99,144,2,2.043,8,9,0,0,1
"1473","The RSM Classic",7,"Lovemark, Jamie",9,272,4,3.552,13,3,0.934,-1.722,1
"1474","Sony Open in Hawaii",9,"Lovemark, Jamie",7,266,4,6.264,21,9,0.924,2.234,1
"1475","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Lovemark, Jamie",6,268,4,8.231,25,4,-0.207,4.25,1
"1476","Farmers Insurance Open",11,"Lovemark, Jamie",31,292,4,-7.49,9,11,0.664,0.354,1
"1477","Waste Management Phoenix Open",12,"Lovemark, Jamie",99,146,2,-0.315,7,9,0.057,-3.406,1
"1478","Northern Trust Open",14,"Lovemark, Jamie",20,278,4,0.115,17,12,0.156,6.566,1
"1479","The Honda Classic",15,"Lovemark, Jamie",99,150,2,-3.981,4,11,-0.031,0.568,1
"1480","Valspar Championship",17,"Lovemark, Jamie",37,287,4,-5.818,15,17,-0.231,1.846,1
"1481","Arnold Palmer Invitational presented by MasterCard",18,"Lovemark, Jamie",6,277,4,2.149,18,6,0.915,1.568,1
"1482","Shell Houston Open",21,"Lovemark, Jamie",18,281,4,0.248,15,7,1.012,-0.403,1
"1483","World Golf Championships-HSBC Champions",5,"Lowry, Shane",68,292,4,5.684,15,16,0,0,1
"1484","Farmers Insurance Open",11,"Lowry, Shane",13,288,4,-7.745,12,12,0.058,0.306,1
"1485","Waste Management Phoenix Open",12,"Lowry, Shane",6,275,4,0.093,22,12,1.067,4.155,1
"1486","AT&T Pebble Beach Pro-Am",13,"Lowry, Shane",41,285,4,-0.32,13,11,0.569,1.025,1
"1487","The Honda Classic",15,"Lowry, Shane",53,286,4,-6.686,14,19,0.667,-0.082,1
"1488","World Golf Championships-Cadillac Championship",16,"Lowry, Shane",35,292,4,-3.421,11,14,0.638,-1.611,1
"1489","Shell Houston Open",21,"Lowry, Shane",99,145,2,0.431,4,5,-0.352,-0.281,1
"1490","Masters Tournament",22,"Lowry, Shane",39,298,4,-9.531,12,20,0,0,1
"1515","Frys.com Open",1,"Mahan, Hunter",32,281,4,3.777,18,10,-0.067,9.927,1
"1516","Shriners Hospitals for Children Open",2,"Mahan, Hunter",99,142,2,1.944,9,9,0.142,1.395,1
"1517","World Golf Championships-HSBC Champions",5,"Mahan, Hunter",19,277,4,5.684,18,8,0,0,1
"1518","Farmers Insurance Open",11,"Mahan, Hunter",43,293,4,-7.49,9,13,0.885,-2.065,1
"1519","Waste Management Phoenix Open",12,"Mahan, Hunter",99,145,2,-0.315,5,6,-0.186,-0.789,1
"1520","AT&T Pebble Beach Pro-Am",13,"Mahan, Hunter",70,215,3,-1.829,12,11,0.596,1.124,1
"1521","Northern Trust Open",14,"Mahan, Hunter",99,143,2,-0.318,6,6,1.154,-3.936,1
"1522","Valspar Championship",17,"Mahan, Hunter",53,289,4,-5.818,11,15,0.028,5.094,1
"1523","Arnold Palmer Invitational presented by MasterCard",18,"Mahan, Hunter",57,287,4,2.149,13,11,1.092,-1.292,1
"1524","Shell Houston Open",21,"Mahan, Hunter",99,147,2,0.431,7,8,-1.079,1.055,1
"1525","Masters Tournament",22,"Mahan, Hunter",54,302,4,-9.531,14,22,0,0,1
"1527","Frys.com Open",1,"Malnati, Peter",99,143,2,1.413,7,6,-1.204,1.423,1
"1528","Shriners Hospitals for Children Open",2,"Malnati, Peter",56,281,4,3.683,15,10,-1.341,6.128,1
"1529","Sanderson Farms Championship",4,"Malnati, Peter",1,270,4,5.957,24,6,-0.354,11.772,1
"1530","OHL Classic at Mayakoba",6,"Malnati, Peter",10,273,4,3.848,19,8,0,0,1
"1531","The RSM Classic",7,"Malnati, Peter",75,210,3,2.74,10,7,-0.232,0.275,1
"1532","Hyundai Tournament of Champions",8,"Malnati, Peter",6,275,4,12.77,23,6,-1.052,2.988,1
"1533","Sony Open in Hawaii",9,"Malnati, Peter",79,208,3,4.333,10,7,-1.003,-1.921,1
"1534","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Malnati, Peter",99,208,3,6.847,17,8,0.085,0.469,1
"1535","Waste Management Phoenix Open",12,"Malnati, Peter",99,143,2,-0.315,3,4,-1.6,2.292,1
"1536","AT&T Pebble Beach Pro-Am",13,"Malnati, Peter",66,289,4,-1.974,11,13,0.548,-1.971,1
"1537","Northern Trust Open",14,"Malnati, Peter",99,143,2,-0.318,6,7,-0.563,0.114,1
"1538","The Honda Classic",15,"Malnati, Peter",99,150,2,-3.981,3,11,-0.806,-3.389,1
"1539","Valspar Championship",17,"Malnati, Peter",99,147,2,-3.871,4,9,0.569,-1.67,1
"1540","Arnold Palmer Invitational presented by MasterCard",18,"Malnati, Peter",99,149,2,0.886,4,9,-0.667,1.248,1
"1541","Puerto Rico Open at Coco Beach",19,"Malnati, Peter",99,148,2,0.299,8,11,0,0,1
"1542","Shell Houston Open",21,"Malnati, Peter",99,145,2,0.431,7,7,-1.311,-0.916,1
"1554","CIMB Classic",3,"Marksaeng, Prayad",56,283,4,9.523,17,10,0,0,1
"1555","Frys.com Open",1,"Martin, Ben",99,144,2,1.413,8,9,-0.363,-1.125,1
"1556","Shriners Hospitals for Children Open",2,"Martin, Ben",25,275,4,3.683,16,7,-0.018,-3.278,1
"1557","CIMB Classic",3,"Martin, Ben",47,281,4,9.523,16,8,0,0,1
"1558","Sony Open in Hawaii",9,"Martin, Ben",50,272,4,6.264,18,11,-0.674,4.85,1
"1559","CareerBuilder Challenge in partnership with the Clinton Foundation",10,"Martin, Ben",34,275,4,8.96,22,7,-0.596,0.057,1
"1560","Waste Management Phoenix Open",12,"Martin, Ben",99,143,2,-0.315,7,7,0.291,2.958,1
"1561","AT&T Pebble Beach Pro-Am",13,"Martin, Ben",99,225,3,-0.577,8,13,0.306,-1.719,1
"1562","Northern Trust Open",14,"Martin, Ben",16,277,4,0.115,19,13,0.26,5.954,1
"1563","The Honda Classic",15,"Martin, Ben",72,290,4,-6.686,11,18,0.708,-1.026,1
"1564","Arnold Palmer Invitational presented by MasterCard",18,"Martin, Ben",12,279,4,2.149,18,13,-0.318,3.66,1
"1565","Shell Houston Open",21,"Martin, Ben",52,287,4,0.248,14,12,0.845,-2.898,1
"1567","Frys.com Open",1,"Matsuyama, Hideki",17,278,4,3.777,19,10,0.483,-1.909,1
"1568","CIMB Classic",3,"Matsuyama, Hideki",5,266,4,9.523,25,3,0,0,1
"1569","World Golf Championships-HSBC Champions",5,"Matsuyama, Hideki",99,144,2,2.461,9,6,0,0,1
"1570","Farmers Insurance Open",11,"Matsuyama, Hideki",99,144,2,-0.577,8,8,0.446,-1.883,1
"1571","Waste Management Phoenix Open",12,"Matsuyama, Hideki",1,270,4,0.093,21,7,0.855,1.68,1
"1572","Northern Trust Open",14,"Matsuyama, Hideki",11,276,4,0.115,22,13,0.841,-1.797,1
